regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Cobalt Edge,7.07557E+11,346296083.3,3.01671E+11,143078957.2,8.32039E+11,4.05886E+11,0,2.12264E+12,2.56142E+11,1.9159E+12,5.82702E+11
Impass,1.6818E+12,1526204278,2.55787E+12,1693847229,2.79367E+11,0,8.76073E+11,2.42668E+11,2.77201E+11,1.27045E+12,6.04024E+11
Deklein,7.11085E+11,1603478558,7.31046E+11,808356125.3,1.67747E+11,0,19960664280,6.64828E+11,2.48389E+11,2.83222E+12,6.35077E+11
Devoid,3.81718E+12,5076747901,3.44946E+12,4854643237,3.78211E+11,3.67718E+11,0,37450831749,3.80807E+11,8.59417E+11,7.12963E+11
Pure Blind,1.23276E+13,56267103408,7.81764E+12,37609800481,2.75524E+11,4.50997E+12,0,5.0037E+11,8.52196E+11,1.70009E+12,7.32306E+11
Kador,5.11578E+12,4496324613,4.37273E+12,4503578757,6.56284E+11,7.43049E+11,0,1.66984E+11,1.80421E+11,1.08753E+12,8.31074E+11
Fountain,4.29837E+12,19415860332,6.93875E+12,18814260276,1.42951E+12,0,2.64037E+12,2.84673E+12,5.58981E+11,2.74491E+12,8.51692E+11
Cloud Ring,5.5647E+12,30481068078,1.06534E+13,47450194400,1.88515E+11,0,5.08871E+12,1.32168E+11,5.72391E+11,5.0671E+11,8.92428E+11
Molden Heath,6.16127E+12,1842075037,5.67026E+12,1743549631,3.77348E+11,4.91011E+11,0,68029734458,2.72513E+11,1.918E+11,8.98452E+11
Black Rise,2.98185E+12,4042117794,2.80873E+12,4310517964,1.46652E+11,1.73119E+11,0,58172457061,1.83478E+12,1.10164E+12,9.75076E+11
Aridia,1.61683E+12,1152461919,1.74993E+12,1251499693,2.56983E+11,0,1.331E+11,46064024056,3.695E+11,3.1829E+11,1.00933E+12
Branch,1.29591E+12,577329092.3,1.04241E+12,751266247.4,8.75307E+11,2.53495E+11,0,4.23971E+12,9.12755E+11,2.30924E+12,1.0179E+12
Detorid,2.21495E+12,4972900909,4.15741E+12,4861503087,1.65943E+12,0,1.94246E+12,3.32924E+12,4.51769E+11,3.81702E+12,1.02166E+12
Tenerifis,2.19618E+12,4196826399,2.23651E+12,4691766216,1.51459E+11,0,40328626505,5.58812E+11,3.966E+12,7.49095E+11,1.15366E+12
Malpais,1.56053E+12,850798906.6,1.61308E+12,1010107001,1.0951E+12,0,52544462664,2.05844E+12,7.63301E+11,3.85864E+12,1.32501E+12
Fade,2.04793E+12,6893927314,4.95053E+12,22362848440,83636970217,0,2.9026E+12,3.94636E+11,8.30395E+11,1.16292E+12,1.40367E+12
Derelik,3.68643E+12,4410679960,4.00767E+12,4799292151,4.67955E+11,0,3.21239E+11,46009325183,4.32772E+11,6.42352E+11,1.49226E+12
Catch,4.17986E+12,3589014399,4.15981E+12,3363005024,6.42198E+11,20053425193,0,1.04516E+12,9.05998E+11,1.8263E+12,1.53943E+12
Placid,1.71095E+12,2278743338,1.667E+12,2325352184,1.49429E+11,43947183777,0,59014265529,5.12935E+11,5.74958E+11,1.71559E+12
Genesis,6.50649E+12,7519879001,6.53719E+12,7549654787,6.37176E+11,0,30701014606,2.23675E+11,5.11212E+11,7.80213E+11,1.8501E+12
Kor-Azor,6.04507E+12,5918056585,5.81211E+12,5741705624,2.54964E+11,2.32961E+11,0,1.26356E+11,3.74862E+11,8.18675E+11,1.93346E+12
Everyshore,3.04551E+12,4330104841,6.52199E+12,3701470777,1.23069E+12,0,3.47648E+12,1.07992E+11,1.71374E+11,6.89449E+11,2.34352E+12
Verge Vendor,2.7969E+12,2135946128,1.88765E+12,2183193396,2.37919E+11,9.09257E+11,0,78415522712,1.91714E+11,8.95299E+11,2.89348E+12
Immensea,3.1046E+12,5846950237,3.03014E+12,5866821051,3.55667E+11,74461474213,0,8.76547E+11,7.17903E+11,2.22323E+12,2.9321E+12
Tash-Murkon,3.9793E+12,4592129009,3.37311E+12,4502696397,7.37046E+11,6.06186E+11,0,1.5628E+11,2.47767E+11,2.73218E+12,3.36532E+12
The Citadel,2.55886E+13,28852683264,2.61775E+13,28640396954,5.42166E+11,0,5.88978E+11,7.25134E+11,2.16686E+12,1.13137E+13,3.62998E+12
Essence,1.09452E+13,11401759668,1.02463E+13,11387117812,6.48931E+11,6.98818E+11,0,84376990758,5.00513E+11,1.06115E+12,5.30109E+12
Esoteria,1.12403E+12,1644128302,1.39138E+12,1525662372,1.88197E+12,0,2.67357E+11,3.35371E+12,6.89571E+11,8.13601E+12,5.83243E+12
Geminate,1.38456E+12,2097857314,1.5767E+12,1233246802,8.16374E+11,0,1.92139E+11,1.84813E+12,9.79323E+11,3.66391E+12,6.78653E+12
Metropolis,2.68208E+13,9920717580,1.89962E+13,9566997446,1.49058E+12,7.82452E+12,0,5.68451E+11,9.684E+11,2.33919E+12,9.91892E+12
Heimatar,1.60657E+13,7141635154,1.44624E+13,7629065587,5.2823E+11,1.60328E+12,0,1.17399E+11,8.82175E+11,2.75769E+12,1.07327E+13
Lonetrek,1.60841E+13,16456786136,1.29149E+13,16237070918,1.06955E+12,3.16911E+12,0,6.92952E+11,1.05733E+12,1.32585E+13,1.09013E+13
Sinq Laison,2.09799E+13,16802000190,2.19921E+13,16451483216,1.10997E+12,0,1.01215E+12,2.47258E+11,9.65307E+11,4.91025E+12,2.24343E+13
Delve,8.94337E+12,20491327684,4.44648E+12,4979103656,8.24193E+12,4.49689E+12,0,7.54291E+12,1.72996E+12,2.95942E+13,4.34338E+13
Domain,1.72268E+13,19372291930,1.66024E+13,19112282839,1.49851E+12,6.24449E+11,0,3.05749E+11,1.54235E+12,6.70682E+12,6.467E+13
The Forge,2.65082E+13,26802445065,2.72555E+13,26624097151,1.66078E+12,0,7.47283E+11,5.30822E+11,2.833E+12,3.67914E+13,6.81614E+14
