regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Insmother,2.31271E+12,968069216.7,4.04064E+12,1098691801,3.57831E+11,0,1.72793E+12,1.36812E+12,5.30995E+11,8.03917E+11,1.0852E+12
Aridia,2.04851E+12,1201616683,1.7061E+12,1184463628,2.08148E+11,3.42412E+11,0,42241715523,3.44064E+11,5.22878E+11,1.1865E+12
Kador,4.59888E+12,5045163366,3.39535E+12,4889400618,5.4574E+11,1.20353E+12,0,1.52812E+11,3.03581E+11,1.09935E+12,1.26532E+12
Derelik,4.62396E+12,4442117666,4.35852E+12,4186098270,5.79566E+11,2.6544E+11,0,60238263611,5.53086E+11,7.37895E+11,1.5435E+12
Cobalt Edge,3.03676E+12,1158546184,2.08479E+12,1218786727,1.08908E+12,9.51969E+11,0,2.6349E+12,6.00375E+11,4.42511E+12,1.55227E+12
Kor-Azor,9.35321E+12,7673606911,8.13455E+12,6652073341,2.9332E+11,1.21866E+12,0,1.0239E+11,2.30413E+11,8.45095E+11,1.72024E+12
Placid,3.31269E+12,5823988216,2.74496E+12,3876671643,2.09338E+11,5.67727E+11,0,67262291927,8.80582E+11,8.34896E+11,1.87692E+12
Deklein,2.5246E+12,3246759140,4.13818E+12,3457822435,1.36045E+12,0,1.61358E+12,2.74886E+12,8.40704E+11,8.30652E+12,1.89038E+12
Genesis,5.7834E+12,7903356152,5.72578E+12,7864596926,6.34058E+11,57620359187,0,2.46483E+11,6.47772E+11,7.75394E+11,2.26116E+12
Everyshore,2.02213E+12,4299885923,1.95196E+12,4263696152,1.24117E+12,70170503579,0,97729118835,2.98851E+11,8.94923E+11,2.37216E+12
Catch,5.84406E+12,6649034571,5.19086E+12,6795883532,5.12228E+11,6.53194E+11,0,1.0116E+12,1.16683E+12,1.97768E+12,2.60588E+12
Verge Vendor,2.09216E+12,3094828317,2.14346E+12,3173731347,2.38417E+11,0,51302933455,80992062714,2.28075E+11,7.9606E+11,3.12203E+12
Fade,3.74907E+12,4236420308,3.66672E+12,3631273648,1.31383E+11,82349912653,0,2.54959E+11,4.33857E+11,5.66665E+11,3.54497E+12
Tash-Murkon,4.33567E+12,4933008828,5.61365E+12,6193176393,7.59405E+11,0,1.27799E+12,1.6667E+11,4.02049E+11,2.4654E+12,3.76378E+12
The Citadel,2.86433E+13,29434908594,2.71146E+13,28783612448,6.13764E+11,1.52873E+12,0,6.42678E+11,2.35059E+12,1.34638E+13,4.89154E+12
Geminate,1.61052E+12,2857692810,1.93894E+12,2776579697,2.20522E+11,0,3.2842E+11,1.42485E+12,2.28938E+12,3.36218E+12,5.41363E+12
Esoteria,1.05064E+12,1361091288,1.58664E+12,796003419.5,2.48523E+12,0,5.36003E+11,3.21249E+12,5.2471E+11,8.8896E+12,5.50344E+12
Essence,1.18708E+13,12212483820,1.06948E+13,14051048729,7.72069E+11,1.17606E+12,0,1.06918E+11,6.40618E+11,1.9562E+12,5.95921E+12
Lonetrek,1.91341E+13,18665455692,1.84048E+13,17677773262,9.85947E+11,7.29293E+11,0,6.84327E+11,1.75412E+12,1.5247E+13,1.22498E+13
Heimatar,6.13925E+12,7601279418,6.56577E+12,7481370385,4.78238E+11,0,4.26521E+11,1.45495E+11,8.73808E+11,2.89078E+12,1.22725E+13
Metropolis,1.47264E+13,10191030930,1.29687E+13,10508084321,1.28171E+12,1.75765E+12,0,7.31345E+11,1.45572E+12,2.64037E+12,1.32366E+13
Sinq Laison,2.07649E+13,15176929944,1.68761E+13,15184603517,1.18776E+12,3.88886E+12,0,2.72827E+11,1.62902E+12,5.39757E+12,2.83964E+13
Delve,5.82572E+12,9965648384,1.07441E+13,10913001501,1.46002E+13,0,4.91836E+12,1.12612E+13,1.53929E+12,4.01598E+13,4.71187E+13
Domain,2.20074E+13,24242506878,2.11379E+13,23883378114,1.48296E+12,8.69542E+11,0,2.76805E+11,1.48575E+12,6.9544E+12,7.73548E+13
The Forge,3.17763E+13,30119354150,4.03491E+13,31382122564,1.37366E+12,0,8.57286E+12,4.86602E+11,3.37788E+12,3.31169E+13,7.08224E+14
