regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Geminate,1.31471E+14,1.03263E+11,1.28463E+14,1.06473E+11,5.35833E+11,3.00785E+12,0,1.84553E+12,5.55248E+11,2.34729E+12,1.36866E+12
Derelik,2.71082E+14,2.11789E+11,2.47822E+14,2.08833E+11,3.59375E+11,2.32607E+13,0,88967870734,6.29684E+11,7.00914E+11,1.48552E+12
Kor-Azor,3.05473E+14,2.24265E+11,2.97089E+14,2.26288E+11,3.02116E+11,8.38343E+12,0,93552714118,2.96402E+11,8.63395E+11,1.53708E+12
Branch,2.24134E+13,24593041688,2.54634E+13,24219994753,7.22827E+11,0,3.05006E+12,3.08092E+12,5.3718E+11,2.50298E+12,1.84749E+12
Catch,2.29952E+14,1.67878E+11,2.36171E+14,1.70632E+11,4.33691E+11,0,6.21909E+12,7.72257E+11,1.56046E+12,1.13389E+12,1.95201E+12
Fade,4.42574E+13,57870494540,5.57984E+13,67289321108,1.82809E+11,0,1.1541E+13,1.04779E+12,6.2965E+11,5.90299E+11,1.98713E+12
Genesis,2.51011E+14,2.60728E+11,2.57264E+14,2.64265E+11,4.93806E+11,0,6.25277E+12,2.76102E+11,4.08999E+11,7.71414E+11,2.24851E+12
Pure Blind,1.03195E+14,1.17636E+11,1.01513E+14,1.14606E+11,3.31569E+11,1.68204E+12,0,9.07099E+11,1.32139E+12,2.14925E+12,2.48539E+12
Everyshore,8.89153E+13,1.39425E+11,8.71445E+13,1.38865E+11,9.57277E+11,1.77079E+12,0,1.20512E+11,1.80499E+11,9.27962E+11,2.58668E+12
Placid,1.0468E+14,96423937514,9.45921E+13,92210349658,1.16517E+11,1.00876E+13,0,77770834450,6.52032E+11,6.43716E+11,2.79763E+12
Deklein,4.57531E+13,54137420714,9.05294E+13,96285942082,1.79629E+12,0,4.47762E+13,3.09914E+12,8.84398E+11,4.61428E+12,3.69269E+12
Providence,5.99422E+13,50537552755,5.82047E+13,48667807479,6.31514E+11,1.73748E+12,0,1.57342E+12,1.28288E+12,4.09428E+12,3.71088E+12
Esoteria,3.19894E+13,29345245942,8.5461E+13,36053718812,2.63987E+12,0,5.34716E+13,3.39515E+12,4.07524E+11,6.28045E+12,3.78017E+12
Tash-Murkon,1.68861E+14,1.57056E+11,1.57818E+14,1.5569E+11,6.03094E+11,1.10434E+13,0,1.58876E+11,3.41879E+11,1.66326E+12,3.80918E+12
The Citadel,8.6903E+14,9.25981E+11,8.29038E+14,9.25668E+11,5.48235E+11,3.99922E+13,0,6.53825E+11,1.60885E+12,9.64394E+12,4.05015E+12
Verge Vendor,7.78141E+13,84724541517,7.62887E+13,83570539429,2.55188E+11,1.52544E+12,0,1.05176E+11,1.91952E+11,5.13569E+11,4.21431E+12
Essence,3.6046E+14,4.0256E+11,3.49216E+14,4.02131E+11,5.69318E+11,1.12438E+13,0,1.20126E+11,4.67901E+11,1.69955E+12,5.8572E+12
Metropolis,3.93912E+14,3.43181E+11,3.85802E+14,3.46334E+11,1.05314E+12,8.11031E+12,0,6.16187E+11,1.34329E+12,2.2527E+12,1.1344E+13
Lonetrek,5.50599E+14,5.21775E+11,5.16553E+14,5.21574E+11,8.58974E+11,3.40463E+13,0,7.66219E+11,1.31294E+12,1.49626E+13,1.17069E+13
Heimatar,2.12696E+14,2.29277E+11,2.17694E+14,2.3957E+11,4.41513E+11,0,4.99794E+12,1.62548E+11,8.6317E+11,1.62398E+12,1.23066E+13
Sinq Laison,5.93916E+14,5.71772E+11,5.73994E+14,5.73583E+11,9.17564E+11,1.99221E+13,0,2.97587E+11,1.39564E+12,5.99444E+12,2.52241E+13
Delve,1.81579E+14,2.61105E+11,2.66689E+14,2.669E+11,1.3935E+13,0,8.51105E+13,9.74817E+12,1.51351E+12,2.43712E+13,3.45383E+13
Domain,7.03554E+14,7.07156E+11,7.07895E+14,7.08596E+11,1.11643E+12,0,4.34077E+12,3.34705E+11,1.39225E+12,6.74636E+12,7.14357E+13
The Forge,9.21959E+14,9.09503E+11,9.51012E+14,9.0809E+11,1.15257E+12,0,2.90534E+13,5.45078E+11,2.54195E+12,2.73713E+13,6.69184E+14
