regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Syndicate,5.47647E+13,85422843660,4.39605E+13,64032759966,68581030436,1.08042E+13,0,84698429277,4.62079E+11,7.08243E+11,6.63559E+11
Solitude,5.95836E+13,43993247515,4.49806E+13,43959026517,1.61151E+11,1.4603E+13,0,39094945489,1.24806E+11,2.7343E+11,6.67038E+11
Perrigen Falls,7.86985E+13,1.08335E+11,9.5113E+13,1.53773E+11,3.63782E+11,0,1.64144E+13,1.58172E+12,1.62143E+12,1.53688E+12,7.57589E+11
Khanid,2.5873E+14,1.89202E+11,2.54899E+14,1.90111E+11,2.55811E+11,3.83127E+12,0,55810608470,2.83077E+11,5.96125E+11,7.81712E+11
Malpais,8.18594E+13,68660419586,7.70164E+13,60800221072,7.9715E+11,4.84295E+12,0,1.65532E+12,5.1023E+11,3.6259E+12,8.11286E+11
Curse,1.19291E+14,1.27191E+11,1.7534E+14,1.59166E+11,2518527536,0,5.6049E+13,1.32106E+11,1.02154E+12,1.60975E+12,8.51093E+11
Cobalt Edge,3.12953E+13,18467202955,2.17523E+13,14070780476,8.77327E+11,9.54302E+12,0,2.11575E+12,4.05841E+11,2.51403E+12,8.61847E+11
Fade,3.64556E+13,30648806101,3.73278E+13,29398875167,1.48188E+11,0,8.72196E+11,8.9643E+11,4.53521E+11,4.26831E+11,9.30475E+11
Geminate,1.25899E+14,96581384880,1.2721E+14,94384319413,1.94965E+11,0,1.31017E+12,1.63962E+12,3.3651E+11,2.36629E+12,1.15154E+12
Black Rise,1.3701E+14,2.04864E+11,1.36725E+14,2.10859E+11,73057388672,2.85211E+11,0,74288479887,1.75697E+12,1.04648E+12,1.16523E+12
Kador,1.44272E+14,1.73463E+11,1.35597E+14,1.73996E+11,5.58551E+11,8.67529E+12,0,1.76299E+11,1.73233E+11,1.07298E+12,1.29983E+12
Devoid,1.49338E+14,1.46236E+11,1.68259E+14,1.49517E+11,1.86101E+11,0,1.89214E+13,50952149226,3.36518E+11,5.00213E+11,1.38E+12
Derelik,2.37948E+14,2.08469E+11,2.48655E+14,2.10878E+11,2.88385E+11,0,1.07073E+13,91125205712,3.4711E+11,7.74671E+11,1.40715E+12
Aridia,9.24191E+13,76727404050,9.71168E+13,76406692917,67598367210,0,4.69769E+12,64000084269,3.10035E+11,4.46997E+11,1.46961E+12
Immensea,2.18834E+14,1.55585E+11,1.57064E+14,1.32944E+11,1.9611E+11,6.17701E+13,0,4.53519E+11,1.01894E+12,2.25859E+12,1.84873E+12
Genesis,2.82977E+14,2.75756E+11,2.733E+14,2.75928E+11,4.16043E+11,9.67732E+12,0,2.67021E+11,4.21521E+11,7.90632E+11,1.99821E+12
Pure Blind,9.50236E+13,85684997835,9.14987E+13,87031455873,67220772476,3.52491E+12,0,7.16825E+11,1.11605E+12,2.06253E+12,2.0149E+12
Kor-Azor,2.62728E+14,2.28898E+11,2.62403E+14,2.28653E+11,2.24355E+11,3.24844E+11,0,88335472788,1.46828E+11,8.27246E+11,2.2624E+12
Branch,2.46593E+13,25454693865,2.92375E+13,23159165970,1.01187E+12,0,4.57816E+12,3.99387E+12,6.25031E+11,3.78227E+12,2.36209E+12
Everyshore,8.85327E+13,1.31846E+11,8.35654E+13,1.31291E+11,9.00455E+11,4.96724E+12,0,1.19899E+11,1.43986E+11,8.65868E+11,2.39871E+12
Placid,1.64717E+14,2.18577E+11,1.27624E+14,1.38767E+11,78578009041,3.70935E+13,0,67921065991,5.82916E+11,7.34419E+11,2.42547E+12
Catch,1.5083E+14,1.4428E+11,1.66233E+14,1.62363E+11,1.28494E+11,0,1.54034E+13,6.25688E+11,2.37099E+12,1.10004E+12,2.45544E+12
Esoteria,3.69763E+13,40386998403,5.2403E+13,35669540870,9.69988E+11,0,1.54266E+13,3.07843E+12,6.09358E+11,5.82188E+12,2.89075E+12
Tash-Murkon,1.44283E+14,1.50996E+11,1.38469E+14,1.48254E+11,7.02363E+11,5.81332E+12,0,1.59675E+11,3.03723E+11,2.04357E+12,3.60111E+12
Providence,7.28412E+13,80472901491,6.52594E+13,76859348391,4.37663E+11,7.58186E+12,0,1.65293E+12,1.53504E+12,3.81087E+12,3.75711E+12
Deklein,6.11143E+13,1.0223E+11,9.82683E+13,70140443592,1.94931E+12,0,3.7154E+13,2.99835E+12,1.00148E+12,6.96971E+12,3.90061E+12
Verge Vendor,1.0119E+14,1.17446E+11,9.73933E+13,1.16194E+11,2.3333E+11,3.7967E+12,0,99998299489,2.6509E+11,5.91776E+11,4.72254E+12
The Citadel,8.73691E+14,9.70587E+11,8.52449E+14,9.68786E+11,5.80691E+11,2.12411E+13,0,6.50585E+11,1.60786E+12,9.09652E+12,5.15427E+12
Essence,4.14694E+14,4.68635E+11,3.96753E+14,4.6713E+11,5.37919E+11,1.79414E+13,0,1.21918E+11,4.84217E+11,2.04634E+12,6.68509E+12
Heimatar,2.09519E+14,2.22744E+11,2.05175E+14,2.24642E+11,4.26264E+11,4.34347E+12,0,1.4917E+11,9.55204E+11,1.66177E+12,1.21242E+13
Metropolis,3.87624E+14,3.43643E+11,3.70729E+14,3.43917E+11,9.14001E+11,1.68956E+13,0,6.73908E+11,1.17699E+12,2.47808E+12,1.28172E+13
Lonetrek,6.2401E+14,6.36979E+11,5.72796E+14,6.45345E+11,1.02849E+12,5.12145E+13,0,7.37199E+11,1.53761E+12,1.45911E+13,1.40877E+13
Sinq Laison,5.83426E+14,5.79052E+11,5.74857E+14,5.92775E+11,8.38513E+11,8.5687E+12,0,3.05236E+11,1.05322E+12,7.27756E+12,2.50024E+13
Delve,1.54927E+14,2.26248E+11,2.35695E+14,2.28712E+11,1.46836E+13,0,8.07672E+13,9.15408E+12,1.6464E+12,2.47649E+13,3.25463E+13
Domain,6.72865E+14,7.48109E+11,6.35132E+14,7.29319E+11,9.96225E+11,3.77323E+13,0,3.27555E+11,1.41131E+12,6.88545E+12,7.36339E+13
The Forge,8.96462E+14,9.28914E+11,9.57032E+14,9.29836E+11,1.26489E+12,0,6.05701E+13,5.86018E+11,2.46891E+12,2.67745E+13,6.63978E+14
