regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Tenerifis,1.82742E+12,2249520874,2.03321E+12,4156394098,52101818957,0,2.05793E+11,4.14443E+11,6.09981E+11,3.11153E+11,84139502210
The Spire,8.53184E+11,315159559.3,7.86456E+11,286543776.2,2.39498E+11,66727602700,0,1.19454E+12,1.37328E+11,3.23189E+11,1.05134E+11
Venal,3.56675E+12,10079194956,3.22147E+12,8132085224,1.81385E+11,3.45279E+11,0,2.18547E+11,5.84139E+11,1.11796E+11,1.24792E+11
Feythabolis,3.49007E+11,424192611.1,5.01316E+11,450748063.5,6.38701E+11,0,1.5231E+11,1.55855E+12,2.15671E+11,6.66138E+11,1.32118E+11
Cache,7.51189E+11,1013451632,1.98955E+12,404304354.4,1.35822E+11,0,1.23836E+12,5.30645E+11,2.08706E+11,3.26311E+11,1.67495E+11
Querious,5.56081E+12,8719164423,6.82642E+12,8688869423,2.70809E+12,0,1.26561E+12,2.82053E+12,3.6775E+11,1.55707E+12,1.9503E+11
The Bleak Lands,1.48058E+12,1896000423,1.14172E+12,1864975256,1.54892E+11,3.38853E+11,0,13413709429,5.21299E+11,3.803E+11,2.01366E+11
Stain,6.1082E+11,359676396.4,5.49433E+11,373417422.4,3.16112E+11,61386127577,0,1.16743E+11,4.21851E+11,5.04853E+11,2.23155E+11
Providence,7.96459E+11,1889739198,1.0758E+12,1869438806,1.51216E+11,0,2.79346E+11,3.62701E+11,5.76343E+11,7.34363E+11,2.25029E+11
Omist,1.66429E+11,166883337.5,1.01024E+12,169424257.5,2.74423E+11,0,8.43816E+11,1.46015E+12,1.57415E+11,1.44557E+12,2.87516E+11
Tribute,2.80427E+12,6811079721,3.27595E+12,6042843675,9.9505E+11,0,4.71678E+11,1.05381E+12,4.0596E+11,5.68954E+12,3.35022E+11
Wicked Creek,2.89535E+12,2189909071,1.43782E+12,2026168353,1.68275E+11,1.45753E+12,0,9.39652E+11,3.19546E+11,1.94441E+12,3.65508E+11
Pure Blind,1.69595E+12,3085732641,2.00184E+12,3882328763,3.00939E+11,0,3.05891E+11,5.77546E+11,6.76474E+11,1.19618E+12,3.79658E+11
Syndicate,7.98971E+11,849062717.3,8.24217E+11,844597200.9,3.07549E+11,0,25245685725,66278785137,6.82327E+11,8.74517E+11,4.56351E+11
Curse,3.01604E+12,2155880885,3.07352E+12,2200883448,55380055382,0,57483330358,95813097516,4.22363E+11,2.06636E+11,4.92304E+11
Outer Ring,6.90378E+11,4510749346,7.48994E+11,5074311824,2.01303E+11,0,58615697986,19829473058,68810990005,37599162619,4.9382E+11
Insmother,5.45503E+12,12788699694,2.72413E+12,3695519311,1.01864E+12,2.7309E+12,0,1.27883E+12,2.73446E+11,1.55638E+12,5.11373E+11
Cobalt Edge,1.51202E+12,312047643.7,3.4441E+11,228246462.5,5.53708E+11,1.16761E+12,0,1.07161E+12,3.81376E+11,1.62645E+12,5.1413E+11
Khanid,7.16854E+12,7004143873,6.26266E+12,6866539035,3.29845E+11,9.05873E+11,0,37523188473,1.97687E+11,2.46513E+11,5.26444E+11
Solitude,5.76823E+11,1068119277,6.86177E+11,953968873.5,2.85528E+11,0,1.09354E+11,21476651774,1.13222E+11,2.58306E+11,5.98895E+11
Devoid,3.79749E+12,3829914714,3.58614E+12,3717967928,3.14616E+11,2.1135E+11,0,46863342774,1.81962E+11,6.34765E+11,6.11317E+11
Impass,4.55526E+12,2094042657,3.8278E+12,2173274258,4.95464E+11,7.2746E+11,0,6.91442E+11,3.01209E+11,1.37858E+12,7.18405E+11
Fountain,2.14571E+12,7992184884,2.50295E+12,7923071958,1.42846E+12,0,3.57241E+11,2.65105E+12,6.5705E+11,2.43242E+12,7.45435E+11
Molden Heath,1.73466E+12,2589756261,1.7688E+12,2806736731,3.38239E+11,0,34141409864,68139322982,3.9817E+11,2.69488E+11,8.02362E+11
Malpais,1.61075E+12,593368693.2,2.36996E+12,1379210011,8.63996E+11,0,7.59212E+11,1.68824E+12,2.43264E+11,3.09426E+12,8.85826E+11
Aridia,1.83108E+12,3430057235,1.84207E+12,3553295185,1.91511E+11,0,10992064261,43301431675,3.16351E+11,3.68798E+11,8.98074E+11
Detorid,4.35768E+12,13773980175,4.29616E+12,13082888459,1.0476E+12,61516761333,0,2.98382E+12,7.25672E+11,3.5322E+12,9.14619E+11
Black Rise,2.55568E+12,4018902758,2.30469E+12,4585325525,1.40749E+11,2.50993E+11,0,53550256004,1.52348E+12,1.10416E+12,9.30575E+11
Kador,5.99174E+12,4314388943,3.64796E+12,4134801818,5.80833E+11,2.34379E+12,0,1.95173E+11,3.46354E+11,1.11266E+12,9.45996E+11
Deklein,2.05202E+12,2730194017,1.50263E+12,1525272940,4.9805E+11,5.4939E+11,0,1.63116E+12,4.28362E+11,3.0634E+12,1.02772E+12
Branch,1.72195E+12,1158857837,7.54589E+11,1092234145,8.1851E+11,9.67361E+11,0,3.65705E+12,5.15981E+11,1.64429E+12,1.0777E+12
Derelik,6.64693E+12,4172097570,5.39908E+12,3980085044,4.78948E+11,1.24785E+12,0,41834361313,5.32791E+11,5.13264E+11,1.21762E+12
Fade,1.06147E+12,1614046335,1.54609E+12,1728771714,1.65551E+11,0,4.84627E+11,7.47312E+11,4.17584E+11,8.58256E+11,1.34293E+12
Kor-Azor,1.01443E+13,7254508967,9.53711E+12,7348045109,2.75014E+11,6.07215E+11,0,1.01941E+11,2.83658E+11,6.97565E+11,1.50245E+12
Immensea,3.30111E+12,3390672722,7.31356E+12,13061707032,3.99417E+11,0,4.01245E+12,9.04211E+11,6.87232E+11,1.47861E+12,1.51432E+12
Genesis,6.67286E+12,6698909772,6.22758E+12,6473251490,6.13162E+11,4.45288E+11,0,2.24643E+11,4.99662E+11,7.69253E+11,1.7561E+12
Placid,1.96139E+12,2956366430,1.96663E+12,3044765333,1.81009E+11,0,5239091129,59817909011,7.70621E+11,7.84938E+11,1.80886E+12
Everyshore,3.03575E+12,3940161792,2.14298E+12,3934420454,1.15255E+12,8.92767E+11,0,1.02431E+11,2.61462E+11,7.5964E+11,2.00053E+12
Catch,6.26879E+12,4176262507,5.95707E+12,4133799046,5.97756E+11,3.11715E+11,0,1.05072E+12,1.03991E+12,2.19426E+12,2.38555E+12
Tash-Murkon,2.78225E+12,3667909158,3.39693E+12,3689537721,6.58449E+11,0,6.14676E+11,1.54643E+11,2.7056E+11,2.56067E+12,2.92392E+12
Verge Vendor,2.32464E+12,2313676067,1.7101E+12,2349084128,2.1214E+11,6.14532E+11,0,77531068031,1.79063E+11,5.77488E+11,3.06455E+12
The Citadel,2.69585E+13,25808643843,2.83945E+13,25956310662,5.47954E+11,0,1.43596E+12,6.04184E+11,2.30215E+12,1.04883E+13,3.65397E+12
Essence,1.18751E+13,11408104781,1.17363E+13,11237838287,6.16141E+11,1.38787E+11,0,85741845157,8.00612E+11,1.55304E+12,5.33049E+12
Esoteria,1.30804E+12,1629877696,4.34197E+12,1506586588,2.225E+12,0,3.03392E+12,3.39631E+12,9.20055E+11,7.03797E+12,5.99041E+12
Geminate,1.66891E+12,1358931572,1.83352E+12,1390046071,6.19528E+11,0,1.64614E+11,1.75697E+12,1.17316E+12,3.74302E+12,7.04377E+12
Metropolis,1.0275E+13,9122459631,9.81097E+12,9469665452,1.25871E+12,4.64017E+11,0,5.26305E+11,1.58E+12,1.82233E+12,1.00128E+13
Heimatar,7.71139E+12,8468732865,8.40788E+12,8352019108,5.17917E+11,0,6.96488E+11,1.36763E+11,6.64736E+11,2.68896E+12,1.05882E+13
Lonetrek,1.28808E+13,15648527705,1.37829E+13,15218775742,1.01668E+12,0,9.02024E+11,6.32654E+11,1.4061E+12,1.199E+13,1.15179E+13
Sinq Laison,1.42597E+13,14401941074,1.41369E+13,14173483071,1.01003E+12,1.2279E+11,0,2.43154E+11,1.3205E+12,5.00512E+12,2.15901E+13
Delve,5.03572E+12,11347410728,6.98363E+12,11054206943,1.47807E+13,0,1.9479E+12,1.12442E+13,1.45805E+12,3.33456E+13,4.31567E+13
Domain,1.89454E+13,18452774727,1.94343E+13,17911629588,1.40115E+12,0,4.88909E+11,3.04804E+11,1.65801E+12,6.52431E+12,6.29829E+13
The Forge,2.58563E+13,24430001952,2.55013E+13,24179014166,1.476E+12,3.55021E+11,0,4.92836E+11,2.65675E+12,3.29029E+13,6.33371E+14
