regionName,exports,exportsm3,imports,importsm3,mining.value,net.exports,net.imports,npc.bounties,total.destroyed,total.production,trade.value
Venal,9.44765E+13,1.22406E+11,8.64321E+13,1.00955E+11,10448449518,8.04436E+12,0,2.12038E+11,1.8301E+11,71837238324,1.14435E+11
Omist,2.01688E+13,6125324785,6.60122E+12,5402343031,3.68557E+11,1.35676E+13,0,1.11182E+12,91907822358,8.12254E+11,1.27757E+11
The Bleak Lands,6.80569E+13,56429719377,6.12562E+13,55077518339,69499783392,6.80063E+12,0,13844609965,5.69189E+11,1.12732E+12,1.42629E+11
Etherium Reach,1.09264E+14,69891546178,9.74585E+13,76144589783,2.03749E+11,1.18054E+13,0,6.82369E+11,3.68177E+11,4.42364E+11,1.46118E+11
The Kalevala Expanse,7.7229E+13,65180665555,7.76963E+13,65127854837,1.04072E+12,0,4.67336E+11,1.36467E+12,1.46169E+11,1.18217E+12,1.90547E+11
Oasa,5.55386E+13,33109342698,3.61005E+13,28824730399,3.70777E+11,1.94382E+13,0,1.3185E+12,3.62981E+11,1.23313E+12,1.90883E+11
Tenerifis,7.94118E+13,97001133264,7.6246E+13,95112348626,6.3628E+11,3.1658E+12,0,1.2453E+12,5.81423E+11,1.11461E+12,2.72007E+11
Outer Passage,2.04448E+13,16327540961,1.84314E+13,13406294447,5.7284E+11,2.01337E+12,0,2.30612E+12,4.32761E+11,1.03804E+12,3.10919E+11
Syndicate,5.50881E+13,1.14244E+11,5.79392E+13,1.17145E+11,71586158702,0,2.8511E+12,71279073688,4.94971E+11,7.26743E+11,3.1732E+11
Querious,8.14722E+13,82918434038,8.90477E+13,84745820619,7.6463E+11,0,7.5755E+12,1.53854E+12,4.80285E+11,1.33766E+12,3.18719E+11
Period Basis,1.04293E+13,6437799327,1.46668E+13,6469956009,2.77895E+11,0,4.2375E+12,2.474E+12,2.49335E+11,9.34452E+11,3.29846E+11
Fountain,3.38091E+13,28077765812,2.50698E+13,21040039654,3.26484E+11,8.7393E+12,0,1.26634E+12,4.15472E+11,1.04429E+12,3.404E+11
Outer Ring,1.38937E+13,17958618464,1.15783E+13,18348091589,41301687626,2.31534E+12,0,34735339353,76258410818,5.18719E+11,3.51408E+11
Detorid,6.06881E+13,94288234984,6.72376E+13,1.09855E+11,3.19076E+11,0,6.54944E+12,7.31028E+11,2.85217E+11,1.06773E+12,3.56554E+11
Stain,4.93966E+13,57559401885,5.14985E+13,58935208389,35820401611,0,2.10188E+12,2.00142E+11,6.37705E+11,6.98723E+11,4.35359E+11
Feythabolis,4.5545E+13,1.03576E+11,4.67192E+13,1.08621E+11,41106138987,0,1.17413E+12,1.1157E+12,1.14911E+12,2.33396E+11,4.42098E+11
Perrigen Falls,5.8367E+13,51232334292,5.44551E+13,41286958167,5.41101E+11,3.91193E+12,0,1.8921E+12,3.66555E+11,1.13613E+12,4.59982E+11
Solitude,6.43703E+13,1.04118E+11,6.12956E+13,1.04662E+11,1.65892E+11,3.07472E+12,0,36867562611,1.34473E+11,1.66655E+11,5.73497E+11
Molden Heath,5.46502E+13,61143116081,5.50535E+13,63625672759,1.40836E+11,0,4.03318E+11,79855802466,1.73691E+11,3.05158E+11,5.74302E+11
Aridia,7.22609E+13,1.12892E+11,7.48423E+13,1.16133E+11,73332616653,0,2.58139E+12,51316966349,3.7569E+11,6.43875E+11,5.9024E+11
Tribute,1.62447E+14,2.43649E+11,2.13245E+14,3.28473E+11,1.99453E+11,0,5.07974E+13,3.6775E+11,9.01403E+11,3.22042E+12,6.29592E+11
Devoid,1.36094E+14,1.33904E+11,1.27669E+14,1.3401E+11,1.7458E+11,8.42544E+12,0,41042894823,2.26266E+11,4.64243E+11,6.66946E+11
Khanid,1.75151E+14,1.67773E+11,1.66808E+14,1.65069E+11,1.96168E+11,8.34307E+12,0,35710613126,3.50711E+11,3.00519E+11,7.15923E+11
Black Rise,1.33726E+14,2.4533E+11,1.26052E+14,2.5338E+11,64826412310,7.67443E+12,0,59317885986,1.41492E+12,8.08887E+11,7.19504E+11
Insmother,7.28961E+13,88682976831,7.26214E+13,73856094478,4.99629E+11,2.74637E+11,0,1.42908E+12,3.91311E+11,2.68627E+12,7.56326E+11
Cobalt Edge,2.28083E+13,15688704506,1.82954E+13,10951025254,1.18609E+12,4.51293E+12,0,2.50874E+12,3.91037E+11,3.24942E+12,7.72667E+11
Curse,1.11114E+14,1.00226E+11,1.11853E+14,96276079810,6701211417,0,7.39026E+11,1.34839E+11,4.36607E+11,8.54707E+11,7.8493E+11
Kador,1.39195E+14,1.54529E+11,1.21218E+14,1.50579E+11,4.12209E+11,1.79771E+13,0,1.30505E+11,1.13253E+11,1.00623E+12,8.02023E+11
Malpais,6.5763E+13,54399691029,6.36431E+13,51579115509,1.14721E+12,2.11998E+12,0,2.28896E+12,4.50063E+11,3.64505E+12,1.01208E+12
Fade,3.09882E+13,27641548210,2.94475E+13,26204702787,1.75868E+11,1.54075E+12,0,1.04095E+12,4.79913E+11,7.89823E+11,1.04007E+12
Derelik,1.74612E+14,1.6213E+11,1.75123E+14,1.63176E+11,2.34732E+11,0,5.10718E+11,58843643507,4.06096E+11,7.04866E+11,1.07632E+12
Geminate,1.11001E+14,1.09588E+11,1.08697E+14,98123983544,2.22764E+11,2.30399E+12,0,1.43174E+12,3.87673E+11,2.2072E+12,1.35595E+12
Catch,1.21122E+14,1.10584E+11,1.25263E+14,1.12572E+11,2.07904E+11,0,4.14112E+12,9.06771E+11,1.54642E+12,1.34705E+12,1.39658E+12
Kor-Azor,2.12673E+14,2.10231E+11,2.07837E+14,2.0728E+11,1.83268E+11,4.83623E+12,0,74880745227,1.67127E+11,6.76758E+11,1.44368E+12
Immensea,9.01767E+13,94301286730,1.15933E+14,1.22968E+11,3.49523E+11,0,2.57565E+13,7.50715E+11,5.64038E+11,2.30563E+12,1.65942E+12
Branch,2.69397E+13,25392789171,1.82402E+13,18955490727,4.96766E+11,8.69957E+12,0,2.91842E+12,3.55358E+11,2.35753E+12,1.7091E+12
Genesis,2.15141E+14,2.33782E+11,2.13272E+14,2.33708E+11,3.29151E+11,1.86896E+12,0,2.30777E+11,3.74371E+11,9.22239E+11,1.83184E+12
Placid,1.38431E+14,2.02371E+11,1.13748E+14,1.49567E+11,61480834100,2.46828E+13,0,62099829297,9.08011E+11,6.37658E+11,1.88992E+12
Everyshore,7.27284E+13,1.2193E+11,6.85408E+13,1.21544E+11,8.25827E+11,4.18766E+12,0,76792014118,1.81409E+11,6.72958E+11,2.07109E+12
Deklein,3.886E+13,63670462064,5.96315E+13,85782229855,1.58562E+12,0,2.07715E+13,2.36785E+12,4.8626E+11,4.49044E+12,2.10588E+12
Impass,6.49608E+13,1.0556E+11,5.76033E+13,96942395537,9.30199E+11,7.35744E+12,0,1.08102E+12,4.52091E+11,3.76687E+12,2.2683E+12
Esoteria,2.81887E+13,31255690299,4.3721E+13,40971965106,4.80643E+11,0,1.55323E+13,2.15026E+12,5.42519E+11,3.04062E+12,2.29611E+12
Tash-Murkon,1.2437E+14,1.53433E+11,1.14545E+14,1.51633E+11,5.61323E+11,9.82528E+12,0,1.27084E+11,2.44011E+11,2.36183E+12,2.64005E+12
Pure Blind,6.19324E+13,78256661813,6.80282E+13,80735260980,50213415309,0,6.09585E+12,7.35209E+11,1.00722E+12,2.09926E+12,2.92811E+12
Providence,7.96653E+13,74804621913,6.62283E+13,69231397317,4.90561E+11,1.3437E+13,0,1.69119E+12,1.77203E+12,3.89661E+12,3.92596E+12
Verge Vendor,8.67669E+13,1.34856E+11,8.91209E+13,1.3436E+11,2.17107E+11,0,2.35399E+12,87583921264,3.05864E+11,5.48793E+11,4.01163E+12
The Citadel,7.76798E+14,9.04933E+11,7.50951E+14,8.95985E+11,5.18592E+11,2.58478E+13,0,5.24719E+11,1.04586E+12,9.55039E+12,4.71413E+12
Essence,3.08616E+14,4.0752E+11,3.06558E+14,4.05796E+11,4.80263E+11,2.05771E+12,0,94264750337,3.54493E+11,2.26783E+12,5.63508E+12
Metropolis,3.31214E+14,2.96887E+11,3.2611E+14,2.94027E+11,7.72405E+11,5.10361E+12,0,5.63464E+11,6.52107E+11,2.42348E+12,1.03577E+13
Heimatar,1.63563E+14,1.84447E+11,1.63614E+14,1.83634E+11,3.75845E+11,0,50228661057,1.20479E+11,5.67918E+11,1.24012E+12,1.15034E+13
Lonetrek,5.65287E+14,7.31222E+11,5.54124E+14,7.40655E+11,9.47786E+11,1.11626E+13,0,6.41076E+11,2.7266E+12,1.22867E+13,1.29051E+13
Delve,8.15619E+13,1.07835E+11,9.44711E+13,1.03642E+11,2.0567E+12,0,1.29091E+13,3.55965E+12,2.21241E+12,1.26334E+13,1.57218E+13
Sinq Laison,4.53413E+14,4.85259E+11,4.41796E+14,4.82068E+11,7.38584E+11,1.16167E+13,0,2.26611E+11,9.03282E+11,4.5813E+12,2.36468E+13
Domain,5.63971E+14,6.34656E+11,5.41769E+14,6.35456E+11,8.61431E+11,2.22017E+13,0,2.51111E+11,1.08173E+12,5.56478E+12,6.95789E+13
The Forge,7.54137E+14,8.94853E+11,8.80348E+14,8.95671E+11,1.16611E+12,0,1.2621E+14,4.83318E+11,2.311E+12,2.37291E+13,6.4328E+14
