April 2018,50804952478,82421944824,3.79445E+12,4.87185E+11,9.055E+11,1.48275E+11,1.64309E+12,1.00135E+11,1.74458E+12,1.17367E+13,53175280671,2.34792E+12,47261303587,3.05272E+11,3.74983E+12,1.07205E+11,6.08711E+11,1.09248E+11,3.01949E+11,1.32773E+12,3.15088E+12,1.52069E+12,2.59024E+11,39520738519,1.59259E+11,6.75425E+11,1.05317E+12,1.2922E+12,1.72628E+11,41064118102,1.06452E+11,7.29851E+11,1.64667E+12,8.17975E+11,75188078721,8.53059E+11,7.71335E+11,2.33465E+12,36216551689,5.44766E+11,2.18484E+12,7.51073E+11,58374914741,1.38869E+11,6.7998E+11,2.85511E+12,5.08327E+11,3.18184E+11,31411388747,1.42369E+11,85968557631,1.87886E+11,1.42818E+12,8.54468E+11,13937863048,6.65369E+11,5.36988E+11,1.21189E+12,7.92198E+11,9.56998E+11,2.6212E+12,2.19702E+11,88342841177,6.26327E+11
August 2017,51316966349,59317885986,2.91842E+12,6.65002E+11,9.06771E+11,1.70368E+11,2.50874E+12,1.34839E+11,2.36785E+12,3.55965E+12,58843643507,7.31028E+11,41042894823,2.51111E+11,2.15026E+12,94264750337,6.82369E+11,76792014118,1.04095E+12,1.1157E+12,1.26634E+12,1.43174E+12,2.30777E+11,29543930747,1.20479E+11,7.50715E+11,1.08102E+12,1.42908E+12,1.30505E+11,35710613126,74880745227,6.41076E+11,2.28896E+12,5.63464E+11,79855802466,1.3185E+12,1.11182E+12,2.30612E+12,34735339353,3.41952E+11,2.474E+12,1.8921E+12,62099829297,1.69119E+12,7.35209E+11,1.53854E+12,3.86403E+11,2.26611E+11,36867562611,2.00142E+11,71279073688,1.27084E+11,1.34821E+12,1.2453E+12,13844609965,5.24719E+11,4.83318E+11,1.36467E+12,1.05749E+12,3.6775E+11,1.57084E+12,2.12038E+11,87583921264,1.07754E+12
August 2018,49153108076,66087199722,5.12208E+12,3.76409E+11,1.18701E+12,2.34805E+11,2.18427E+12,72204486706,7.82173E+11,7.03184E+12,46240709519,3.24827E+12,36483301202,2.4618E+11,3.69914E+12,95186172253,2.70164E+11,81683714811,2.16686E+11,8.03027E+11,2.83168E+12,1.78643E+12,2.11844E+11,31999631042,1.12179E+11,8.63715E+11,2.8513E+11,2.3303E+12,1.26516E+11,33455771085,99287817564,6.36532E+11,2.18888E+12,4.42747E+11,59723234748,1.2999E+12,2.37116E+11,1.54553E+12,22782980055,7.14224E+11,2.77736E+12,1.57277E+12,59340806562,6.80919E+11,3.36328E+11,2.37525E+12,8.22817E+11,2.66235E+11,24315229650,1.37768E+11,72276883697,1.11421E+11,1.72314E+12,6.17036E+11,11764162287,7.08789E+11,4.72621E+11,9.37367E+11,1.38758E+12,7.23051E+11,2.44705E+12,2.55768E+11,70536683790,1.23848E+12
December 2017,50043036646,87048452481,3.93021E+12,5.61061E+11,9.21049E+11,1.72472E+11,2.51695E+12,1.45897E+11,3.41846E+12,9.94252E+12,1.00118E+11,1.21526E+12,63750316040,3.72726E+11,3.26555E+12,1.35961E+11,7.80916E+11,1.24707E+11,1.07531E+12,2.81484E+12,1.64428E+12,1.45598E+12,2.81137E+11,38817201534,1.79312E+11,8.53828E+11,4.2717E+11,4.60022E+11,1.58923E+11,68853604221,1.17343E+11,8.11092E+11,1.92868E+12,6.26063E+11,80401565780,1.5746E+12,1.56683E+12,2.47678E+12,45275135529,1.84003E+11,1.97402E+12,1.49527E+12,77522986690,1.68912E+12,8.20448E+11,3.03449E+12,6.39227E+11,3.54291E+11,37694811043,1.85915E+11,1.00444E+11,1.77888E+11,1.92059E+12,3.11503E+11,21570500902,7.53683E+11,6.00947E+11,1.71073E+12,8.8953E+11,1.15282E+12,2.44296E+12,1.93022E+11,1.07129E+11,1.48682E+12
February 2018,48831489250,68264059628,3.69687E+12,5.85985E+11,1.03193E+12,2.0191E+11,2.72604E+12,76811552432,3.60056E+12,1.05664E+13,59235723141,2.34771E+12,42337901374,2.66038E+11,3.04729E+12,95141198739,7.10924E+11,95399706071,1.26563E+12,2.07201E+12,2.06168E+12,1.10751E+12,2.35542E+11,27658541879,1.30957E+11,4.18993E+11,9.14875E+11,4.56687E+11,1.25966E+11,43763342109,69853732526,6.77968E+11,1.44956E+12,6.19126E+11,50853604259,1.09921E+12,1.14881E+12,2.38914E+12,28469444570,3.87048E+11,1.81822E+12,1.08034E+12,61382697149,6.01902E+11,8.83593E+11,2.66242E+12,4.53121E+11,2.60485E+11,30562512623,1.27974E+11,83528435008,1.54808E+11,1.11115E+12,1.03023E+12,11837175382,5.92828E+11,4.76202E+11,1.5426E+12,6.42864E+11,1.01978E+12,2.24158E+12,2.43411E+11,72898302199,9.29803E+11
January 2018,51942852321,74388198026,4.77919E+12,6.86444E+11,1.21009E+12,1.95606E+11,2.75539E+12,1.03956E+11,3.47482E+12,9.02657E+12,75532864699,1.80612E+12,43972847994,3.15833E+11,3.71548E+12,1.18256E+11,6.8875E+11,1.2647E+11,1.31963E+12,3.06905E+12,2.14961E+12,1.61438E+12,2.98786E+11,35593640273,1.5615E+11,6.99563E+11,7.50656E+11,7.01274E+11,1.4481E+11,53773090193,99587729850,7.77736E+11,1.63792E+12,7.23782E+11,75865365887,1.27897E+12,1.38542E+12,2.40644E+12,35922970395,2.48974E+11,2.07982E+12,1.45197E+12,63207764762,1.08029E+12,1.03906E+12,3.23279E+12,6.65024E+11,3.13409E+11,35276349321,1.75556E+11,1.03794E+11,1.86569E+11,1.41728E+12,7.01619E+11,15477622232,6.33362E+11,5.82394E+11,1.97095E+12,7.02773E+11,1.13528E+12,2.6219E+12,2.34283E+11,94499997735,1.48159E+12
July 2017,56664234547,60567762981,3.06011E+12,7.30143E+11,1.05154E+12,1.62286E+11,2.95363E+12,1.32647E+11,2.61701E+12,8.41456E+12,66224194993,8.37418E+11,43582562655,2.82101E+11,2.49915E+12,1.01215E+11,4.21975E+11,83993696249,1.23302E+12,1.68672E+12,1.22862E+12,1.63549E+12,2.29736E+11,34315959802,1.46028E+11,1.08904E+12,1.64719E+12,1.43941E+12,1.42336E+11,37851923505,76259015721,6.69084E+11,2.26562E+12,6.05391E+11,75965533404,1.75246E+12,9.97436E+11,2.11853E+12,37268491818,3.11645E+11,2.40112E+12,1.88799E+12,62417312735,1.74469E+12,7.77873E+11,1.77345E+12,5.74461E+11,2.36318E+11,37821614362,1.53347E+11,92087185359,1.33876E+11,1.12721E+12,1.24396E+12,16034775841,5.205E+11,4.85997E+11,1.25559E+12,1.12546E+12,3.06082E+11,1.70168E+12,2.0336E+11,86490960569,7.29299E+11
July 2018,46064024056,58172457061,4.23971E+12,3.73658E+11,1.04516E+12,1.32168E+11,2.12264E+12,87155213529,6.64828E+11,7.54291E+12,46009325183,3.32924E+12,37450831749,3.05749E+11,3.35371E+12,84376990758,3.36944E+11,1.07992E+11,3.94636E+11,9.99376E+11,2.84673E+12,1.84813E+12,2.23675E+11,34466465837,1.17399E+11,8.76547E+11,2.42668E+11,1.68694E+12,1.66984E+11,40065731725,1.26356E+11,6.92952E+11,2.05844E+12,5.68451E+11,68029734458,1.31523E+12,6.31574E+11,1.43817E+12,23430707325,5.61971E+11,2.624E+12,1.26534E+12,59014265529,6.68555E+11,5.0037E+11,2.52238E+12,6.97889E+11,2.47258E+11,22677940554,1.22839E+11,68106152352,1.5628E+11,2.30324E+12,5.58812E+11,11988309445,7.25134E+11,5.30822E+11,7.92225E+11,1.19072E+12,8.11248E+11,2.55666E+12,2.18776E+11,78415522712,1.10257E+12
June 2017,54455317734,63920509402,3.45584E+12,7.26279E+11,9.99991E+11,2.20392E+11,3.09834E+12,1.14743E+11,3.43134E+12,8.0739E+12,67953556166,7.35831E+11,49011091437,2.91433E+11,2.67391E+12,1.0697E+11,6.34841E+11,95065286593,1.47188E+12,2.22707E+12,1.52889E+12,1.92162E+12,2.40632E+11,36666381099,1.53E+11,9.77215E+11,1.65484E+12,1.67824E+12,1.56979E+11,48199112163,1.1141E+11,7.34385E+11,1.87926E+12,6.57407E+11,82263601820,1.82495E+12,1.09319E+12,2.36211E+12,38709454946,2.80184E+11,2.5631E+12,1.90993E+12,58176680932,2.08927E+12,7.84645E+11,2.28249E+12,8.13319E+11,2.5341E+11,42107822545,1.68085E+11,93359413057,1.27328E+11,1.19772E+12,1.32145E+12,17763870288,7.0745E+11,5.1543E+11,1.22676E+12,1.1995E+12,2.73521E+11,1.51787E+12,1.81244E+11,98911688334,7.35176E+11
June 2018,43301431675,53550256004,3.65705E+12,5.30645E+11,1.05072E+12,1.03604E+11,1.07161E+12,95813097516,1.63116E+12,1.12442E+13,41834361313,2.98382E+12,46863342774,3.04804E+11,3.39631E+12,85741845157,1.7287E+11,1.02431E+11,7.47312E+11,1.55855E+12,2.65105E+12,1.75697E+12,2.24643E+11,31289737950,1.36763E+11,9.04211E+11,6.91442E+11,1.27883E+12,1.95173E+11,37523188473,1.01941E+11,6.32654E+11,1.68824E+12,5.26305E+11,68139322982,1.35337E+12,1.46015E+12,1.19989E+12,19829473058,4.22915E+11,2.16245E+12,1.36872E+12,59817909011,3.62701E+11,5.77546E+11,2.82053E+12,5.78309E+11,2.43154E+11,21476651774,1.16743E+11,66278785137,1.54643E+11,1.82202E+12,4.14443E+11,13413709429,6.04184E+11,4.92836E+11,6.92925E+11,1.19454E+12,1.05381E+12,2.37497E+12,2.18547E+11,77531068031,9.39652E+11
March 2018,42241715523,76327493140,3.80521E+12,6.53129E+11,1.0116E+12,1.26699E+11,2.6349E+12,96856065336,2.74886E+12,1.12612E+13,60238263611,2.377E+12,43289316434,2.76805E+11,3.21249E+12,1.06918E+11,7.71273E+11,97729118835,2.54959E+11,2.59463E+12,2.60197E+12,1.42485E+12,2.46483E+11,39091967096,1.45495E+11,7.80983E+11,1.07974E+12,1.36812E+12,1.52812E+11,43392782154,1.0239E+11,6.84327E+11,1.62694E+12,7.31345E+11,65503715445,1.09442E+12,8.34909E+11,2.73103E+12,32649542642,4.12817E+11,2.06989E+12,1.11779E+12,67262291927,3.59412E+11,7.1136E+11,3.12129E+12,4.67723E+11,2.72827E+11,34238223129,1.48419E+11,80797184624,1.6667E+11,1.36737E+12,8.49925E+11,14253343298,6.42678E+11,4.86602E+11,1.37589E+12,8.18332E+11,1.15223E+12,2.33484E+12,2.41032E+11,80992062714,1.15644E+12
May 2017,61526265320,64463959935,2.88123E+12,8.83682E+11,8.03855E+11,1.67159E+11,2.23974E+12,1.25383E+11,3.71209E+12,7.33494E+12,69180317804,1.05122E+12,51678017034,3.19983E+11,2.36258E+12,1.1148E+11,8.05811E+11,92269872590,1.46592E+12,2.40097E+12,1.10748E+12,1.94655E+12,2.84013E+11,34057466839,1.60154E+11,1.24426E+12,1.81175E+12,1.49027E+12,1.856E+11,48745731072,1.23444E+11,8.41495E+11,2.00958E+12,7.28804E+11,92572674501,2.16539E+12,1.37733E+12,2.40597E+12,40746818479,67961214158,1.58875E+12,1.62514E+12,57187419561,2.67681E+12,6.50732E+11,1.56581E+12,7.88819E+11,3.04948E+11,39815469482,2.39925E+11,88091190940,1.25885E+11,9.04116E+11,1.5033E+12,13621767612,6.98917E+11,6.22245E+11,1.35956E+12,1.21471E+12,5.38864E+11,2.57765E+12,1.50486E+11,1.03427E+11,3.88074E+11
November 2017,54409017440,82053636693,3.08092E+12,6.61822E+11,7.72257E+11,2.103E+11,2.48904E+12,1.24702E+11,3.09914E+12,9.74817E+12,88967870734,1.11187E+12,53035122186,3.34705E+11,3.39515E+12,1.20126E+11,8.99365E+11,1.20512E+11,1.04779E+12,2.82069E+12,1.04994E+12,1.84553E+12,2.76102E+11,39528609456,1.62548E+11,3.92476E+11,6.22815E+11,5.62538E+11,1.76326E+11,58784666326,93552714118,7.66219E+11,2.02465E+12,6.16187E+11,83331957267,1.76276E+12,1.62015E+12,2.37113E+12,33244383698,81501251594,1.87097E+12,1.33395E+12,77770834450,1.57342E+12,9.07099E+11,2.66314E+12,4.57446E+11,2.97587E+11,35125833046,2.26559E+11,92366072829,1.58876E+11,1.87534E+12,3.75203E+11,20561124806,6.53825E+11,5.45078E+11,1.65612E+12,1.32836E+12,7.05682E+11,2.39034E+12,1.93657E+11,1.05176E+11,1.37974E+12
October 2017,64000084269,74288479887,3.99387E+12,7.49415E+11,6.25688E+11,1.80744E+11,2.11575E+12,1.32106E+11,2.99835E+12,9.15408E+12,91125205712,9.60853E+11,50952149226,3.27555E+11,3.07843E+12,1.21918E+11,7.22264E+11,1.19899E+11,8.9643E+11,2.48462E+12,6.01796E+11,1.63962E+12,2.67021E+11,46310460045,1.4917E+11,4.53519E+11,6.66593E+11,8.42233E+11,1.76299E+11,55810608470,88335472788,7.37199E+11,1.65532E+12,6.73908E+11,97520268762,1.43847E+12,1.63173E+12,2.63676E+12,25054411199,2.0657E+11,2.57413E+12,1.58172E+12,67921065991,1.65293E+12,7.16825E+11,2.35022E+12,3.21367E+11,3.05236E+11,39094945489,2.40376E+11,84698429277,1.59675E+11,1.93724E+12,1.35236E+12,21668917877,6.50585E+11,5.86018E+11,1.50117E+12,1.3545E+12,5.02561E+11,2.02083E+12,2.17852E+11,99998299489,5.58228E+11
October 2018,53593022732,62825015615,3.46186E+12,1.24823E+12,1.17464E+11,2.29936E+12,66233517196,2.58598E+12,1.31475E+13,73275720323,3.95629E+12,43041941122,3.0653E+11,4.72081E+12,1.15413E+11,2.31554E+11,1.07287E+11,1.51029E+12,3.83997E+12,1.47048E+12,2.05956E+11,34050998099,1.36771E+11,1.12813E+12,1.19071E+12,3.15204E+12,1.94815E+11,43610406438,1.28027E+11,6.84274E+11,2.08447E+12,5.74637E+11,78590371555,2.26845E+12,3.61801E+11,1.93627E+12,25806005696,7.83135E+11,2.1982E+12,2.11509E+12,57669437468,6.44962E+11,5.75259E+11,3.58246E+12,1.08794E+12,3.23401E+11,30080971272,1.26332E+11,72904377841,1.34174E+11,1.99656E+12,1.23197E+12,16144063115,7.97646E+11,5.80524E+11,1.88708E+12,1.6434E+12,7.9193E+11,1.91332E+12,2.96352E+11,99900552062,1.65435E+12
September 2017,54318204274,54826786808,4.07157E+12,5.59089E+11,7.21259E+11,1.8653E+11,2.12807E+12,1.07795E+11,3.63311E+12,7.87699E+12,58679056472,6.49104E+11,38779979600,2.70314E+11,2.97754E+12,94414038880,6.56432E+11,81131464819,7.6042E+11,1.755E+12,1.02281E+12,1.53268E+12,2.15702E+11,32923399858,1.11971E+11,4.60805E+11,1.94243E+11,7.32713E+11,1.338E+11,34905653102,68708045602,6.14958E+11,2.04733E+12,5.72215E+11,88507768457,1.43596E+12,1.18878E+12,2.16773E+12,31710312618,4.71025E+11,2.89295E+12,1.85938E+12,52662735858,1.55177E+12,6.26849E+11,2.06658E+12,3.60543E+11,2.38495E+11,29608424105,2.0065E+11,69461993365,1.13526E+11,1.82355E+12,1.44077E+12,11158430744,5.5213E+11,5.03649E+11,1.45023E+12,1.30001E+12,4.30329E+11,1.70914E+12,2.13996E+11,92055051431,1.06797E+12
