2017jan,1969
2017feb,1067
2017mar,2002
2017apr,2519
2017may,1068
2017jun,1893
2017jul,925
2017aug,2076
2017sep,1728
2017oct,2725
2017nov,1417
2017dec,1564
2018jan,4069
2018feb,1900
2018mar,1950
2018apr,2206
2018may,2818
2018jun,2344
2018jul,1611
2018aug,4250
2018sep,1969
2018oct,3046
2018nov,4039
2018dec,3846
2019jan,2165
2019feb,2795
2019mar,2566
2019apr,2653
2019may,3139
2019jun,2560
2019jul,2669
2019aug,3652
2019sep,2487
2019oct,1993
2019nov,1537
2019dec,1889
2020jan,2949
