2017 jan,933
2017 feb,2269
2017 mar,865
2017 apr,756
2017 may,679
2017 jun,561
2017 jul,693
2017 aug,526
2017 sep,546
2017 oct,699
2017 nov,722
2017 dec,697
2018 jan,862
2018 feb,867
2018 mar,2370
2018 apr,882
2018 may,883
2018 jun,878
2018 jul,738
2018 aug,654
2018 sep,560
2018 oct,766
2018 nov,544
2018 dec,702
2019 jan,732
2019 feb,2498
2019 mar,681
2019 apr,577
2019 may,613
2019 jun,507
2019 jul,502
2019 aug,495
2019 sep,451
2019 oct,254
2019 nov,297
2019 dec,155
2020 jan,261
